chroma_stft,spec_contrast,tonnetz,spectral_bandwidth,zero_crossing_rate,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,filename
0.62505686,19.26449778745186,0.0005171180489646541,2431.1151534927817,0.44629997381284914,7810.838616227305,-179.38992,-30.991375,-44.73539,14.402934,-14.223557,31.266106,-23.281002,12.174154,-9.467158,13.325645,-6.391933,27.641912,-11.252025,14.615289,-3.755864,10.383685,-6.7228417,12.714039,-13.959251,10.058033,-4.4322877,17.71461,-0.74746037,4.648852,-4.041279,7.917119,-4.9672318,6.894238,-6.35914,7.8515263,-2.821859,9.933875,-1.4032713,3.655279,-2.8636775,4.3947687,-0.35253933,5.350665,-1.1705056,6.5538287,e19052025001052
0.62183535,19.202396154993473,0.0012939324522744007,2435.0938975221275,0.447240936622191,7825.5652266941715,-180.49858,-31.398783,-44.498783,13.962768,-14.829809,30.965496,-22.430374,12.036969,-9.570653,14.14669,-5.6558323,28.077637,-10.901102,14.728598,-3.740448,10.815836,-6.1962066,12.917868,-13.459664,10.3621435,-4.8427844,17.174654,-0.5348975,4.8196554,-4.3685946,7.7886333,-5.45382,6.6469245,-6.5988493,7.9982843,-2.9273312,9.60709,-1.8990427,3.3079271,-3.259627,3.5513566,-1.0832047,4.6265764,-1.9500341,6.6115365,e19052025001053
0.62226814,19.217626481837243,0.0007233602202823563,2429.682724264329,0.44724925803072624,7817.094071883729,-179.1742,-31.36947,-44.717144,13.733011,-15.4509945,31.032747,-22.751553,11.565531,-10.099429,13.779559,-6.576483,27.266806,-11.1621,14.798023,-3.7604253,10.272063,-6.768291,12.964981,-13.629154,10.857488,-3.9995615,17.774681,-0.47708762,5.5106626,-3.7270002,7.7212243,-5.3129926,7.1598916,-6.01531,7.4471216,-2.7684975,9.798415,-1.8486372,4.2236753,-2.2506704,3.5697076,-1.2810043,4.7271223,-1.4583181,6.660498,e19052025001054
0.6263881,19.163011584056893,0.0023921249082021357,2425.9067833692256,0.44876844618055556,7824.149169921875,-178.22324,-31.983503,-44.6351,14.354109,-15.059679,30.96263,-23.052855,11.796012,-9.763384,13.64918,-5.9648046,28.257599,-11.011183,14.913693,-3.2699323,10.739609,-6.630135,13.214443,-14.360419,10.62405,-3.8956285,17.27272,-0.56857795,4.6295357,-4.4317565,7.430104,-5.3932867,7.202844,-6.278319,7.734208,-3.4394898,9.969666,-1.4822937,4.09505,-3.3885689,3.160161,-0.9794763,4.5795155,-2.2465777,6.2253127,e19052025001055
0.6327085,18.977184851300898,0.003869974727599126,2438.089593210077,0.4454881621570122,7814.845834127286,-172.1762,-28.475155,-43.23299,13.687305,-15.902516,29.499247,-23.906069,10.827474,-11.052827,13.134201,-6.350717,26.695478,-11.323653,14.37427,-4.3645296,9.239083,-7.224693,12.969625,-14.991744,9.252779,-5.099798,15.336697,-2.2250736,3.4855917,-4.41859,7.1954355,-4.2352376,7.762596,-6.257398,8.375792,-2.822682,9.492874,-2.439501,2.9974463,-3.4687486,4.058015,-1.7855761,4.388176,-2.8598368,5.4564395,e20052025002000
0.6205211,19.11826563848235,-0.0018721117960620974,2431.3285487703333,0.44993471295646065,7831.129987052317,-171.9138,-30.277557,-43.06242,13.982349,-15.978116,29.164902,-24.371906,10.93033,-10.354831,13.626991,-5.6908283,27.33069,-10.911183,15.470372,-3.4808147,10.770336,-6.426498,12.688821,-14.303999,10.223673,-4.5659637,16.427422,-1.7907048,4.058737,-4.3941073,7.2025695,-3.7708702,7.591733,-6.0141006,7.6698127,-3.0383608,9.807181,-2.4963493,2.539294,-3.585906,3.487311,-1.1164153,5.09352,-0.88891876,6.8840632,e20052025002001
0.62011206,19.17407634589111,-0.0029058947405956105,2434.1808620860575,0.44549771012931033,7817.542766702586,-175.67229,-29.724176,-42.795692,16.324404,-13.633971,30.8179,-22.411718,12.39724,-10.161663,13.444685,-5.7905755,26.751411,-11.814411,14.229795,-3.8738096,10.458434,-6.9289675,12.655818,-14.119173,9.916591,-4.078034,17.112103,-1.2142856,4.2675233,-4.1243224,7.5056496,-2.650243,7.319166,-6.472561,7.9690785,-2.154538,10.111385,-1.3756931,3.434564,-2.9921215,3.7481036,-1.0007056,4.6651287,-1.8188324,6.053272,e20052025002002
0.6249839,19.01704438710601,-0.0017185179165042936,2421.3236006824,0.4460435267857143,7806.7705078125,-179.83829,-31.894653,-44.515965,15.44382,-14.266639,31.278162,-22.41688,11.979845,-10.546934,12.615514,-6.0735,27.939213,-11.415724,14.359155,-3.4777412,10.6305065,-6.88243,12.025982,-14.057162,10.794747,-4.096335,17.467148,-1.5172956,3.6906376,-4.4241676,7.086162,-4.5545573,6.6267653,-7.080586,8.081452,-2.6985037,10.042498,-1.245544,2.78645,-3.6603656,3.6832986,-1.3812587,4.539527,-2.2718167,6.0148215,e20052025002003
0.61588144,19.279749337034833,0.004911236058934421,2419.0338461559477,0.444476248204023,7793.781990840517,-179.29214,-31.751019,-44.63765,15.753114,-13.95652,31.398706,-23.23919,12.088271,-10.42174,13.52177,-5.1870914,28.307163,-11.49627,14.366228,-3.756222,9.850523,-7.2636914,12.523539,-14.423137,9.843146,-3.8967516,17.510473,-1.2008806,3.3812628,-4.4035015,6.5940714,-4.0122056,7.3294563,-7.191108,7.673694,-3.4983141,8.644931,-2.4706862,3.6448567,-2.6783574,4.5052977,-1.1858428,4.7539434,-1.1239413,6.750282,e20052025002004
0.62078387,19.30541104151489,0.004509720327404765,2429.7305806010086,0.44341698121488765,7804.8183484023875,-178.09875,-29.022406,-42.55015,16.903122,-13.314077,31.413706,-22.926182,10.899743,-11.702401,12.132412,-6.7910657,26.941404,-11.613177,14.560116,-3.9847426,10.841797,-6.4840775,11.716149,-14.605682,9.814425,-4.7209406,16.942678,-0.8760081,3.9615963,-3.560863,7.499956,-4.470119,6.7895355,-7.1300535,7.9356203,-3.308063,9.684159,-1.2216182,3.7992532,-3.8658047,3.943961,-1.8336153,4.432796,-1.584855,6.286103,e20052025002005
0.6179685,19.13159081848547,0.00022505063652337036,2421.1305138723233,0.4474000395014045,7807.661215107093,-179.7622,-31.104437,-43.952763,14.901562,-14.23312,31.440191,-22.936941,12.074397,-9.558568,13.173285,-6.051441,26.497765,-12.632882,14.002104,-4.590932,9.570676,-7.119987,11.47711,-14.789535,9.432154,-4.965284,16.826715,-0.8310961,4.527802,-3.3657124,7.595385,-4.610981,6.8040533,-7.727409,7.780704,-2.5148885,9.368252,-1.5722507,3.5604265,-3.6221273,4.305747,-1.8472747,4.3282747,-1.6767845,6.937043,e20052025002006
0.6243605,19.090161733034904,0.0008047282453141931,2419.854470484751,0.44455416375698326,7819.680462203212,-178.82797,-31.911432,-44.230453,14.764703,-14.421826,31.68338,-22.448431,11.54202,-10.085786,13.090145,-6.123079,27.642403,-11.553389,14.610168,-4.458475,9.451216,-6.6700187,12.421561,-14.462885,9.1838045,-4.853577,16.968777,-0.98129445,3.7294476,-2.9780645,7.0308666,-4.4338164,6.9083476,-7.04061,7.693307,-2.2687953,9.771081,-1.500376,3.100044,-3.879168,3.8700953,-0.93690413,4.5670056,-1.7183995,6.9316216,e20052025002010
0.61704767,19.116230156000558,-0.0013983107585943705,2422.3803852210604,0.4476589626736111,7814.04052734375,-179.36015,-31.388552,-43.74175,15.148298,-13.932116,31.681877,-22.67832,11.777124,-10.736348,12.844026,-5.3091516,28.340658,-10.88957,14.481307,-3.6979644,10.344351,-7.0875463,11.7816515,-15.67074,9.2343855,-4.8330407,16.536083,-0.9725097,4.117309,-3.7403622,6.934251,-5.0380993,6.677969,-6.7812295,7.4101725,-2.959508,8.900125,-2.1204813,3.2581813,-3.4709473,3.3408635,-2.2800741,4.040559,-1.4704027,7.095475,e20052025002011
0.63707393,19.137005475069,0.004946002389282015,2428.1065021561058,0.4451443142361111,7804.70947265625,-176.3986,-31.179731,-44.47487,14.799648,-14.139453,31.489693,-22.040201,11.718888,-10.145204,12.71837,-6.2086997,27.33184,-11.136096,15.097225,-3.4486213,10.3588705,-6.8671236,11.784946,-15.02746,9.744317,-4.250222,17.610054,-0.71747464,4.047196,-3.5757267,7.5132403,-4.3966413,6.8569837,-7.1812377,7.3548923,-2.6833477,9.777424,-1.3729082,3.3237224,-3.7389405,3.5897555,-1.3898335,4.17589,-1.32504,6.4303455,e20052025002014
