chroma_stft,spec_contrast,tonnetz,spectral_bandwidth,zero_crossing_rate,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,filename
0.62209576,19.245694411567097,-0.0018073177383877616,2434.713030375397,0.4465945792597765,7816.853477435405,-177.03723,-30.02394,-43.90335,14.45327,-14.848469,30.747208,-23.091106,11.751177,-9.655189,12.996617,-5.9357653,27.79873,-11.624692,14.916801,-4.4429026,9.983895,-6.547802,12.386503,-14.343234,10.297147,-4.682525,17.7189,-0.35946655,4.5619655,-4.0867643,7.42915,-4.787764,7.018432,-6.7453694,7.9989524,-2.0250869,9.742976,-1.3060013,3.7938852,-3.0926173,3.6089747,-1.051334,4.5276914,-1.0360187,6.5053425,e20052025002016
0.634032,19.01882224872736,0.004657714362088749,2428.684873595112,0.4459438981681034,7820.4509866648705,-177.47089,-31.76824,-43.74561,15.234333,-13.969533,31.47793,-22.777979,11.613247,-9.846899,12.751024,-6.0709105,27.089785,-11.213059,15.258318,-3.603768,10.912928,-6.115438,12.615476,-14.803374,9.714526,-4.4046836,17.438606,-1.5359383,3.9572732,-4.289054,7.061206,-4.507299,6.5065794,-7.0787053,6.687881,-3.2103088,9.270654,-1.8286387,3.4229136,-3.2071881,2.6083922,-1.2824807,3.883385,-1.8039823,5.6656985,e20052025002020
0.6236522,18.967164561608566,0.008357610776805751,2430.567607119483,0.44759023655726254,7853.243387744414,-179.01189,-32.55939,-44.04611,14.2377825,-14.441597,31.010088,-23.12065,10.996808,-9.811582,12.601635,-5.7959666,27.365917,-11.56537,14.923997,-4.6726594,10.838716,-6.8622527,11.967513,-15.534896,8.371314,-5.3367524,16.981781,-0.8677877,3.9557614,-4.0670533,6.533821,-5.324574,6.6301827,-7.13042,6.982622,-3.218497,9.461556,-2.2044678,3.1566908,-3.4654305,3.2173607,-1.3707666,3.7632473,-2.270273,5.8582444,e20052025002021
0.6204895,18.845323769990145,0.007631741545086616,2441.2755221566554,0.444977986878453,7829.163339520028,-176.23045,-30.649107,-43.82625,14.587254,-13.212914,31.305561,-21.78374,11.56346,-9.410701,12.32601,-6.194102,26.951082,-10.779574,15.501627,-3.6757853,10.107432,-7.458273,11.915888,-14.720946,9.286081,-4.773607,16.430838,-1.4499499,3.2270143,-4.7779317,7.015526,-4.7838035,6.384844,-7.4520555,6.4392776,-3.2847943,8.5758,-1.6241218,3.1011403,-3.4515707,3.321602,-0.8469775,4.0362906,-1.8036255,5.758718,e20052025002022
0.62248725,18.961624958032196,0.0039968993340693815,2448.0343716217644,0.4478732638888889,7854.415283203125,-174.17981,-28.29716,-40.81304,15.893004,-13.451356,31.08072,-23.500727,10.172075,-10.363934,13.377834,-6.521149,26.82889,-12.033193,14.936807,-3.7865863,10.835253,-6.321729,12.500133,-14.406436,9.522248,-4.8829246,16.162985,-1.9407918,3.6440775,-3.727173,7.4449754,-4.850881,6.3787007,-6.440994,7.8382435,-2.3620343,9.52511,-0.78717947,3.9883842,-2.4520624,4.2206283,-0.6777051,4.180165,-2.9746296,5.673079,e20052025002030
0.6293993,19.082431836828388,0.006789934283313104,2450.624806542934,0.4477484809027778,7839.940185546875,-176.98006,-29.363897,-41.507797,15.918613,-12.54729,32.846302,-21.895107,11.584636,-9.037122,14.474705,-5.7052183,27.886404,-11.141715,15.150586,-3.6239398,10.443413,-7.087873,11.905909,-13.86798,9.480831,-5.368032,16.606886,-1.5792722,4.3516974,-3.988249,6.726085,-5.7426596,6.149558,-6.897726,7.0323024,-3.2680182,8.837941,-2.0657094,3.016723,-3.81413,3.3192925,-1.1738338,5.2045765,-1.6061854,6.040857,e20052025002031
0.6253468,19.05833802720543,0.007766789621073592,2449.7503053367036,0.4436573093220339,7820.628227621822,-176.83014,-29.327978,-42.494328,16.012505,-12.837832,32.38631,-21.935919,11.700783,-9.257866,14.144109,-5.326311,28.721476,-10.363948,15.7807865,-3.784307,10.567703,-6.5632005,12.322228,-13.709633,9.430898,-4.6847415,17.45527,-0.82468325,4.749731,-3.699907,7.82859,-5.185858,6.228012,-6.595459,7.5623116,-2.5938861,8.927958,-2.0135674,3.7199514,-3.1160772,3.9187102,-1.0768389,4.2137513,-2.429522,6.298018,e20052025002032
0.62232023,19.066113150025295,0.006461996979859714,2451.160447042306,0.4456262002444134,7858.596614219623,-174.91136,-29.263628,-41.6435,16.233574,-12.675388,31.963469,-21.848263,11.568631,-8.939389,14.308856,-5.22051,27.914635,-11.273079,15.661234,-3.841713,10.698106,-6.9065356,12.5502825,-14.235906,10.096308,-4.5352135,17.22804,-1.6813798,4.0941744,-4.662309,6.4573865,-5.110061,6.561008,-6.4651017,7.4666157,-2.601355,8.582985,-2.0549572,3.468691,-3.178841,3.3656545,-0.96370447,3.8780282,-3.1076543,5.5615273,e20052025002035
0.6355843,18.824478380871664,0.005448051191293486,2458.7012921548067,0.4088941429093567,7704.668225740132,-121.63754,-27.902992,-48.350002,24.02621,-6.661984,35.828766,-8.76784,9.165669,-11.862192,19.23359,-0.95176494,20.383831,-12.454878,13.639352,-7.5218563,12.291059,-5.8826747,14.204727,-18.743622,9.504682,-5.581832,9.908442,1.9809681,4.92068,-7.678952,8.084834,-6.6129727,9.503334,-3.0117617,6.2329373,-4.4241543,1.8744097,-1.3877399,3.0347729,-1.4969038,3.4715562,-1.3009977,2.9126713,-2.2995648,2.978096,e20052025002038
0.5969821,19.16197350085112,-0.006117289267692797,2456.0724695053113,0.44800901948735955,7862.643466906601,-175.57306,-29.881441,-41.315697,17.553083,-10.629229,32.662373,-22.127787,12.0914955,-9.00049,13.996373,-5.184829,28.50862,-11.735379,15.122062,-3.4590619,9.987583,-6.428285,14.290855,-14.185621,11.168407,-4.9981785,17.23803,-1.9598509,4.229951,-4.0627446,7.500694,-3.811515,7.9960637,-6.3384185,8.454677,-1.296364,9.656578,-1.2821553,3.472477,-2.5036063,4.1607785,-0.32784805,5.4480896,-1.3372494,5.8771734,e20052025002045
0.5913254,18.82532638642327,0.015000588242818122,2476.899261025946,0.41540648205445546,7744.384523901609,-107.454124,-25.291265,-44.038864,21.660969,-7.5308495,31.149813,-12.066525,8.563388,-13.723113,15.387107,-1.2299492,17.050175,-13.095157,11.505199,-7.004932,10.866786,-5.9934244,17.275557,-18.652252,11.846964,-4.150276,4.000837,0.9024121,3.3679144,-5.2238536,12.5451765,-5.3364234,8.003102,-2.2355928,3.8129766,-3.4906695,5.7582617,-0.28494543,4.638139,-1.3585798,2.520781,-2.668899,2.0984566,-3.628018,1.7333345,e21062025004000
0.6202286,19.41000996338198,0.029672785116440566,2454.692252532171,0.43677715226715685,7799.980612362132,-155.91911,-25.82147,-40.94114,15.809749,-11.633115,32.39494,-20.68507,13.929337,-10.263258,13.686582,-6.20994,27.13175,-11.946292,13.717483,-1.7241445,7.0362024,-6.1588626,17.990913,-15.366643,10.803632,-2.071376,18.045486,1.9602642,3.7284884,-5.3392572,5.214065,-4.427897,12.595439,-2.926438,7.991154,-4.1260552,7.6543446,-2.131597,7.7838387,-2.1097584,1.9489137,-2.9802012,5.878888,-1.2052794,6.192234,e21062025004001
0.6524099,19.081168741189426,0.023000546344014577,2487.993706423749,0.4239547164351852,7755.641682942708,-142.96904,-16.579607,-38.470062,16.024677,-12.6644335,30.139376,-22.032614,12.051162,-13.418443,11.768322,-8.07109,25.014189,-13.424921,12.925484,-2.3247128,7.808378,-6.3999357,18.29101,-13.524389,11.076441,-2.6884658,16.682018,-0.07835039,3.2743332,-5.3100104,5.2722926,-4.291243,11.855047,-3.6661558,7.2660136,-4.4457397,7.951123,-1.3695631,8.140679,-1.4804597,2.3378356,-4.0938807,5.1107235,-2.6722543,4.694135,e21062025004003
0.63747555,19.287068890598974,0.027363550283724763,2460.1339330895375,0.4339028454701835,7817.0466151806195,-153.74168,-25.551914,-42.392853,14.738417,-12.631574,31.313595,-20.280022,12.917092,-11.4624195,13.529736,-6.08747,26.943907,-11.880196,14.021659,-1.7978,6.813747,-7.12305,17.88344,-14.538925,10.608096,-3.019759,16.659582,0.53859836,2.387072,-6.1044025,5.003827,-3.8346665,12.4295435,-3.778839,8.365459,-3.4639652,7.3107114,-2.6326137,7.5126863,-2.6090503,1.2984861,-3.094213,6.452523,-0.7988059,6.5189457,e21062025004005
0.59379786,18.751949861340584,0.01066023728623599,2480.019772770775,0.4068580483490566,7683.900077387972,-103.520905,-21.123077,-43.966263,20.564993,-9.745576,29.969004,-12.376391,8.878323,-13.292723,15.015732,-1.3540082,15.735387,-13.930891,11.020459,-7.8769403,10.775606,-6.0742955,16.173563,-18.850185,11.032703,-4.34416,4.6771955,2.6213431,4.5951858,-5.372551,12.513476,-4.296195,9.55516,-1.9209388,4.588585,-3.6035707,6.1769676,0.45842236,4.4296236,-1.7850566,1.589263,-3.057252,2.2016976,-3.4336393,1.0621908,e21062025004006
0.65940756,19.23027192105132,0.023121941346416267,2465.1091211197054,0.4349841889880952,7777.8955078125,-150.78192,-22.598537,-40.191975,15.385806,-12.646994,31.445274,-21.066345,13.304524,-10.027712,13.391308,-6.959874,25.366606,-13.064273,12.984618,-2.328082,7.0753303,-6.223439,17.994978,-13.2058735,10.913795,-2.336912,16.921146,0.8899695,3.5125122,-5.1190867,4.9443865,-3.996712,12.734513,-3.578486,7.5923305,-4.4063334,7.4248424,-2.1341786,8.263079,-1.509465,2.5216048,-3.0844185,5.7103424,-1.4332457,5.838381,e21062025004007
0.63021445,19.05698856582117,0.021570821191008303,2492.825776356813,0.4026032561188811,7639.317908653846,-93.992714,-14.864275,-42.188885,20.054852,-11.251986,28.999352,-12.297512,8.43984,-14.19659,13.486827,-3.9616358,14.2270565,-13.61615,11.796635,-7.3162985,9.681499,-7.532953,15.49153,-18.839712,10.924197,-4.3089037,4.748864,1.3175039,2.8635182,-5.979947,11.922023,-5.696446,8.289948,-2.4829426,4.30404,-3.7477925,6.137075,1.0921067,6.217609,-0.7432353,2.013295,-2.4427135,2.5635653,-2.846054,1.3047357,e21062025004008
0.5898088,18.791096929428726,0.016284808100424233,2454.9655338742514,0.4098426748853211,7671.845658328555,-107.72722,-25.00549,-47.331028,19.219343,-9.836305,30.98155,-12.252578,9.141699,-13.3813925,14.739964,-1.5284626,16.787544,-12.642881,12.1467285,-6.6045823,11.067667,-6.260434,15.970258,-19.049988,11.423492,-3.9646506,5.2714305,2.657272,4.555467,-5.2774777,11.76901,-5.7998123,8.36018,-2.353839,4.5610695,-3.4197707,6.6018157,1.2455223,5.3189034,-1.624195,1.7750119,-2.6770918,2.3514655,-2.2375932,1.9666661,e21062025004009
0.6299737,19.25808686264713,0.027372093765586584,2461.1230415637306,0.4364428038990826,7792.747679544152,-153.40678,-24.3847,-40.096268,16.017075,-12.062661,31.88732,-21.30636,12.52548,-11.480181,12.76263,-6.369889,26.78131,-12.516459,13.245145,-2.4831996,6.2775507,-6.69399,17.546541,-14.748694,10.851685,-1.6893743,18.065645,1.5069941,3.6625009,-5.3262863,4.164733,-4.581764,12.574628,-2.627071,8.44461,-3.3820627,7.765245,-2.0559015,8.029878,-1.8401097,2.5027244,-1.907697,7.202029,-0.7229538,6.750755,e21062025004011
0.63803273,19.378571933732434,0.030871268068613462,2454.873000560063,0.43282459900442477,7757.098226631637,-149.94165,-22.862988,-41.63608,15.266873,-12.533005,31.684004,-21.293236,12.453006,-12.012869,12.023145,-7.6671767,26.19015,-11.680996,13.596941,-2.1038604,6.7289004,-6.7439914,18.704885,-14.050613,10.70172,-2.7618237,16.762802,0.5751199,3.2999153,-5.5539074,4.846561,-3.9114604,12.941856,-3.266604,7.861407,-3.7442243,8.01172,-1.9090699,7.6766524,-2.4234443,1.6092105,-3.3702924,5.1931486,-2.5455267,6.22156,e21062025004013
0.59462416,18.82707200045694,0.023130958421963013,2453.4640557837993,0.40919312643348627,7660.19007131594,-107.987755,-25.994284,-48.25926,18.93356,-9.949283,30.71578,-11.629339,9.543327,-13.162292,15.861997,-0.71368927,17.315495,-11.43878,13.314494,-6.4963226,10.60875,-5.9313226,16.149765,-18.898895,10.0385275,-4.4267797,5.728194,3.3341627,4.9362564,-4.45331,12.99968,-5.1998863,8.997586,-2.8910162,3.198021,-3.63766,5.9474845,1.0756841,5.4300966,-2.274419,1.5358334,-2.591868,2.7040725,-2.5456624,2.1403656,e21062025004014
0.660957,19.2717855114548,0.02323183272538904,2464.651503597335,0.43631959192961167,7807.876735057645,-153.15326,-24.471882,-41.047104,15.222857,-12.449961,31.320606,-21.766563,12.91817,-10.447885,13.035115,-6.7785063,26.58408,-12.269574,13.222397,-2.177734,7.9139776,-6.324273,17.703325,-14.11853,11.11848,-2.8826973,18.396332,1.2974225,2.9951036,-5.2139277,5.293951,-4.6219587,10.949776,-3.1268053,8.667812,-3.5379684,8.257291,-1.6788627,7.9710717,-1.7721485,1.8829247,-2.9626572,6.086469,-0.7568134,6.8531785,e21062025004015
0.6361548,19.3848146504759,0.026103846142667884,2448.5202657224418,0.4356988870872642,7771.861180719339,-153.59303,-24.669523,-41.148155,15.521641,-13.187479,31.983639,-21.833067,12.756948,-11.244047,12.180291,-6.6232586,26.51896,-12.032405,14.138305,-1.2521378,7.307,-6.7280035,17.850367,-14.1840105,11.060366,-2.8086636,17.39284,0.5047596,3.0076559,-5.2811465,5.238303,-3.9798405,12.291521,-3.1735697,8.518959,-3.805575,7.6797013,-1.752094,8.040852,-2.2951486,2.1333835,-2.9881423,5.9737463,-1.5910234,6.5332456,e21062025004017
0.6410905,19.392600175136042,0.019124980560604226,2470.9893327533323,0.4272541645144628,7745.902472882231,-143.87662,-19.64983,-41.14429,14.547789,-13.540149,30.393475,-21.207972,12.82044,-12.461136,11.621422,-7.7513595,25.831696,-12.131931,13.555532,-2.4281664,7.215957,-6.990368,18.185188,-13.640304,11.665142,-1.9089751,16.504328,-0.17588496,2.9379609,-5.0745277,5.139026,-3.9966052,12.129986,-3.986927,8.027337,-4.1344934,6.933098,-2.2206373,7.9883986,-1.702782,2.3240042,-3.5019999,5.1153727,-1.4914771,4.9444494,e21062025004019
0.59505904,18.60192247047709,0.02424343300026986,2450.876439936956,0.4202354501146789,7746.520436138188,-106.23244,-27.625845,-48.363323,17.234041,-12.088783,28.346317,-13.052534,8.282812,-13.393252,15.702496,-1.0096694,16.9832,-12.430541,12.162472,-6.9612465,12.82061,-5.580136,16.715553,-18.155338,11.024422,-3.683303,5.6054616,2.8828816,5.470537,-4.9271646,12.3604555,-5.078321,9.160822,-2.4915664,4.3192534,-3.9079733,6.811533,1.0941392,5.087162,-1.6983503,2.1780136,-2.0948424,2.6002078,-3.055563,1.6450557,e21062025004022
0.6475191,19.375134912869143,0.026420451993225114,2471.428516251098,0.42378059319690264,7699.739871404868,-142.66623,-17.189405,-40.793823,14.712824,-14.553421,29.484802,-22.403717,12.052284,-12.967327,12.653657,-6.855127,25.70464,-12.953747,13.130154,-2.666557,6.2836246,-7.6048813,17.850595,-12.609022,11.387427,-2.671144,16.891962,0.037934422,2.036882,-6.630642,4.5712657,-4.281262,11.593888,-3.5952804,8.713559,-3.9963048,7.301366,-1.8602101,8.4773655,-1.7410464,2.5973973,-2.8296576,5.1269526,-1.8445368,5.488139,e21062025004023
0.5972636,18.808635877927628,0.018119692642609188,2460.2756998922946,0.4118197166313559,7726.952711202331,-104.87236,-24.664694,-48.567772,16.103247,-13.171778,26.969822,-13.128925,7.702648,-14.817242,14.740838,-1.2935766,16.691202,-12.711478,12.163595,-7.034298,11.426896,-6.3764076,16.597775,-18.915747,11.389688,-3.2055256,4.6363697,1.8098574,3.6302593,-5.477491,13.298169,-4.3645196,8.870818,-2.1115897,5.1809583,-3.3145869,6.482361,1.0049963,5.2777905,-1.0042413,3.1246667,-1.5213299,2.3882167,-2.5210378,2.7287524,e21062025004024
0.6361867,19.494340684233656,0.03227834597011627,2450.2563170612607,0.43911803002450983,7818.136058134191,-157.43358,-26.47418,-40.753197,16.493471,-11.547503,32.511784,-21.921593,12.834949,-10.574462,12.814989,-6.7304435,27.29606,-12.661763,13.150241,-2.4323509,7.1452065,-6.572739,18.266687,-14.568773,10.171867,-2.186243,18.391727,1.4326766,2.7540998,-5.448094,4.618341,-4.0960045,13.38903,-2.0729215,9.206026,-3.909438,8.475004,-1.13314,8.389309,-1.8888012,2.3130984,-2.483497,6.076574,-1.7663616,5.761214,e21062025004025
0.6133076,18.988783906352044,0.02440378353291167,2456.602064324381,0.41495361328125,7735.08544921875,-105.05832,-24.700195,-48.485058,15.924977,-13.063235,27.908083,-13.552234,7.61232,-14.349538,14.659235,-1.595178,16.770485,-12.558025,12.885478,-6.6969576,11.876286,-6.7163973,15.652752,-19.303865,11.241397,-3.470391,5.1141977,2.7499206,4.3101964,-4.522363,13.313799,-4.475183,9.62563,-2.0900078,4.3669696,-3.2792652,6.0589523,0.7821276,5.7604814,-1.2373011,1.5546086,-2.272175,2.2644112,-3.1349437,1.598938,e21062025004026
0.6531849,19.602612523584565,0.021988148635626655,2503.9539232864477,0.39723329286317566,7566.30199535473,-118.91567,-3.9796996,-40.411682,13.821482,-17.320305,26.684418,-22.37293,11.980262,-16.305258,11.321526,-8.952881,23.164223,-12.503407,12.499413,-5.0954757,5.55339,-9.576012,14.917433,-13.104885,10.4547615,-3.96318,14.773268,-0.38810644,4.1094313,-4.3991656,7.042987,-3.9686337,11.727302,-4.1018887,8.268854,-3.1062,6.8959985,-2.6266508,6.7172956,-3.8416471,1.6951482,-3.6286464,4.829753,-1.623384,4.510826,e21062025004027
0.59993875,19.016154738556285,0.025527437331332767,2434.3143753647664,0.41400874426605505,7707.701404816514,-109.02683,-28.547758,-50.27499,16.92409,-11.905588,29.284193,-12.982784,7.136455,-14.222725,15.38039,-0.2572497,18.042141,-11.895641,13.18037,-5.8509574,11.727916,-5.603497,16.93515,-18.328192,11.617691,-4.014359,4.401857,1.9974148,4.2383823,-5.3408175,12.039527,-5.7888165,9.205871,-1.664769,5.0874033,-2.259987,5.7654905,0.6789044,4.887537,-0.9306484,2.9776626,-1.9207736,2.4649336,-2.6884618,2.4644918,e21062025004030
0.6409501,19.396761271192297,0.016641075736395415,2449.417309793066,0.437744140625,7795.127197265625,-157.75609,-26.0629,-41.09992,16.204784,-11.94706,31.761934,-22.013496,13.0280905,-11.295647,12.556549,-6.9632177,26.857534,-12.619321,13.434933,-1.4438874,8.263074,-5.356716,18.092476,-14.707836,11.303445,-1.8163502,18.515568,1.9557191,3.3121915,-5.639341,4.66869,-4.9189844,12.988921,-2.5728278,9.17439,-3.6612093,7.180755,-1.7306654,8.641494,-2.170358,2.0097175,-2.454242,6.3466783,-1.0527799,6.7171693,e21062025004031
0.60922664,18.9569037018427,0.022903254978591615,2446.2384189662635,0.41530064174107145,7729.362487792969,-109.29475,-28.20902,-50.336437,16.426996,-12.077275,27.752188,-13.414808,7.615288,-14.245382,15.617752,-1.9012842,16.60727,-12.224154,12.4461565,-6.3799057,12.267325,-5.558412,16.615156,-17.910769,10.976159,-3.8697798,5.539802,2.8496025,4.9019666,-4.389734,13.428499,-4.8022447,8.973611,-2.0827374,4.7962146,-2.601339,6.1895447,1.5139529,5.208271,-1.567603,2.3331158,-2.2502472,2.5858557,-2.391348,1.4423245,e21062025004032
0.6427713,19.304870800689464,0.029405527229159706,2451.6363272996086,0.4377393535539216,7808.530560661765,-156.35448,-25.560923,-40.631912,16.131805,-12.035626,32.30115,-21.267534,13.143191,-11.126474,13.031443,-6.506035,26.729269,-11.832138,13.821992,-2.4792943,6.090024,-7.4545913,18.282354,-14.464722,11.203661,-2.3055544,17.921934,1.264616,2.2713087,-5.9346595,4.7674704,-4.3857594,12.211741,-3.6354628,7.7236123,-3.943884,7.409213,-2.276763,8.509323,-2.0416126,2.3576205,-2.847132,6.0955133,-1.130611,6.183012,e21062025004033
0.61355186,18.624186343780057,0.02346153072654517,2460.5394004596733,0.409069133254717,7728.591631043632,-102.58882,-25.567581,-50.302937,15.2295685,-13.620234,27.15674,-13.019313,8.022088,-14.403472,15.2928295,-1.6679356,17.519646,-12.004914,13.286987,-7.1364117,11.637085,-6.5087085,15.809082,-18.697426,11.032482,-2.8152199,6.0544147,2.3264074,4.7829156,-6.0862894,12.121254,-4.8173146,8.489984,-2.3717294,3.9431865,-3.200322,5.736636,1.6169046,5.850578,-1.1524396,2.3609881,-2.7555745,2.5172465,-2.0475836,2.3801565,e21062025004036
0.6558833,19.400089681732318,0.025981149483597313,2449.4546543115157,0.4288399174528302,7715.184164946934,-148.93137,-21.721294,-41.05501,15.586351,-13.895213,30.44421,-22.007206,13.322542,-11.752397,13.585864,-5.8079414,24.760645,-13.432867,13.025878,-2.252446,7.435461,-5.8819647,17.10889,-14.163037,10.423599,-3.5615444,16.921408,0.97759974,1.9221411,-6.287087,5.179751,-5.6527877,11.266736,-2.934769,8.881261,-4.2033725,7.6010237,-2.46268,7.0586057,-2.2980633,1.7525681,-3.442702,6.265623,-0.3463249,6.085279,e21062025004037
0.65357393,19.33675879130357,0.022126412696618386,2463.7082121441968,0.4329931208517699,7761.385811324668,-149.77315,-21.86972,-40.741737,15.291978,-12.898571,30.410975,-22.201527,13.3411,-10.539295,14.7944765,-5.2690516,25.288952,-13.965554,12.830105,-3.0000658,6.510686,-7.1527314,16.748428,-15.314684,10.277695,-2.5276742,17.249897,0.6781506,2.4815576,-6.1121554,4.9398627,-4.6102934,12.215602,-3.1447034,8.505581,-4.578847,7.2161775,-1.7258141,8.0016165,-1.5711712,2.0264282,-2.8206,6.5090346,-0.3375647,5.679835,e21062025004039
0.6064053,18.897637848128436,0.019595191827861555,2456.324891223498,0.41774796195652175,7773.954441236413,-107.63835,-27.627794,-49.33539,16.986586,-11.425646,28.889885,-12.493926,8.208062,-13.687473,15.371246,-1.2685775,17.450537,-12.920048,13.022,-6.543787,12.003609,-6.897729,15.582066,-19.30685,10.583007,-3.1085806,5.4143543,2.2499392,4.630546,-5.5015755,12.734348,-4.424092,8.981191,-2.113541,4.011546,-3.98869,6.0543575,1.523658,5.438356,-0.9472053,2.1475205,-2.8933666,2.7102969,-2.5149448,2.3814392,e21062025004040
0.6297239,19.29377938866005,0.019321902464707313,2459.8697800328455,0.43111202694954126,7746.224107654816,-149.24977,-21.672955,-40.897728,15.934333,-13.50741,29.52634,-22.669113,13.027082,-11.4273405,13.282698,-5.9062943,25.71713,-12.4450445,13.184025,-3.0742936,6.477562,-7.3009057,17.383272,-14.737289,11.409846,-2.4657977,17.729507,2.1666899,2.7555714,-5.8106303,4.9510164,-4.968952,11.439672,-2.6455643,8.829409,-4.077415,7.2449913,-2.2093682,7.609243,-1.9621083,2.3140504,-2.8879473,6.0419207,-0.75152946,6.0815525,e21062025004041
0.59872866,19.110888999112717,0.01958167163557975,2462.6075941918048,0.4145236545138889,7737.996419270833,-102.33449,-23.100195,-47.5365,15.566786,-13.694144,27.194662,-13.418662,8.418341,-14.143139,14.088887,-2.391449,16.126749,-12.955039,13.765261,-5.353418,11.144444,-6.63836,16.029236,-19.290522,10.674875,-3.9370193,3.7929215,1.1282164,3.4582105,-5.8935356,12.69477,-4.55969,7.9340897,-2.2435882,3.247354,-4.247637,5.8748198,1.612571,6.845566,-0.7301432,1.5312176,-3.3205113,2.366162,-3.058729,1.5514611,e21062025004042
0.63625115,19.495917972357127,0.0202745007103273,2458.6845265060724,0.4351692199707031,7789.888572692871,-150.63705,-23.214474,-40.200287,15.576788,-13.46885,30.497517,-21.998802,13.411362,-10.526128,14.402119,-4.9802685,26.288275,-13.238569,13.220102,-2.5753207,6.461774,-6.120502,17.967325,-15.635442,10.313876,-2.8566897,16.482082,0.726884,2.1461163,-5.4634457,5.0955033,-4.3854494,12.434724,-2.3801723,8.121607,-5.008381,7.780036,-2.0914197,8.001297,-2.2346878,1.7936201,-3.1678689,5.8063803,-0.84893167,6.1301928,e21062025004043
0.5994942,19.01468047514826,0.024212387168824255,2458.479580799978,0.4120161576704545,7747.744362571023,-106.84161,-25.91733,-49.083797,15.980797,-13.118346,26.978155,-14.178197,6.465037,-14.578818,15.13079,-1.6623254,16.76072,-13.289352,12.849349,-6.7414694,11.365354,-6.474361,15.637602,-19.062393,11.762631,-3.5807552,4.650676,3.0380826,4.531777,-5.6189365,12.7838125,-3.8678117,9.600487,-1.1328611,5.0732193,-2.9643815,6.1745095,1.7504977,5.6706576,-1.4030284,1.7393655,-2.741927,2.7545924,-2.367707,1.1630684,e21062025004047
0.6062236,18.839036208591697,0.02291604047424767,2448.6934159663615,0.41325878042035397,7734.993345547567,-107.08669,-25.980272,-48.702507,16.332787,-13.716677,27.498009,-13.889912,6.895928,-14.071398,15.628738,-0.7543674,18.068607,-11.952127,13.175235,-6.8728065,11.137971,-6.316511,16.046015,-19.109255,11.424301,-3.6172297,4.8836055,2.7473707,5.2298183,-4.9916005,12.816587,-4.9936485,8.510722,-2.2269583,4.254133,-2.7501457,6.1052523,1.0009841,5.5725355,-0.6593421,2.68914,-3.09456,1.9886782,-2.83258,1.5258923,e21062025004048
0.63675934,19.574343331395394,0.01955623832027763,2455.372469212126,0.42715018136160715,7740.321350097656,-145.45988,-20.41234,-40.559258,15.187186,-15.064403,30.442356,-21.25701,13.63494,-11.742927,13.430529,-6.793115,25.110004,-12.959802,12.856234,-3.6910968,6.6913476,-7.2943683,17.008455,-14.750617,10.114097,-2.8424814,16.311598,0.8776226,2.1895363,-5.996432,5.496562,-4.5447,12.3060465,-3.0534618,8.67649,-4.2707644,7.467742,-1.2853535,7.3388066,-2.548706,2.104588,-3.2069561,5.4429693,-0.404738,6.2430167,e21062025004049
0.6377412,19.225281535811504,0.022728737798747845,2457.630745975825,0.4320746527777778,7754.529747596154,-148.24004,-21.905024,-41.107918,14.322303,-15.299569,30.266,-21.376059,14.016944,-10.263371,13.942438,-5.343116,26.60627,-12.618984,13.037726,-3.6835487,6.6845126,-6.405302,17.374063,-14.151946,11.224922,-3.2490296,15.2315235,-0.35680774,2.3701286,-6.0461226,5.3830357,-4.4037404,11.944173,-3.0542927,9.200349,-3.9279113,8.415135,-0.58408326,7.416437,-2.757573,1.2268715,-2.9759157,5.980737,-0.70633703,5.886728,e21062025004051
0.6121387,19.108315619903312,0.020941135073477123,2482.665578394625,0.4038278680098684,7634.583001387747,-95.14055,-14.391494,-44.378567,16.433945,-15.091389,27.023348,-12.579599,8.341607,-15.082627,12.417312,-4.053895,15.1776705,-13.02132,12.5401535,-7.015606,9.782471,-7.214733,15.42369,-19.212942,10.167076,-5.7763195,2.477869,-0.087887764,2.7284045,-5.868849,12.388066,-4.6614003,8.316806,-1.6776628,5.0324593,-2.8100083,7.4009013,3.2744644,6.8066773,-1.3755777,1.7921319,-3.4562366,2.51935,-2.540874,2.1769388,e21062025004052
0.6340041,19.388600839824143,0.020965399598315025,2445.9971544538603,0.43980125144675924,7826.222737630208,-157.45671,-26.73442,-40.69501,15.267254,-12.893518,32.133877,-20.493979,13.35708,-10.169881,13.114532,-6.7565417,26.212574,-12.423131,13.410112,-2.0353625,7.328113,-6.0797906,17.948635,-16.152025,9.1233835,-3.694109,16.345392,1.143135,2.570195,-5.899084,4.9449334,-5.1373076,12.004755,-1.8838502,8.879236,-4.2129145,8.512737,-1.0953658,7.718448,-2.0235534,1.6676863,-2.9599123,6.376402,0.21815741,6.4324274,e21062025004053
